"id";"Q1#1_1_1";"Q1#1_2_1";"Q1#1_3_1";"Q1#1_4_1";"Q1#1_5_1";"Q1#2_1";"Q1#2_2";"Q1#2_3";"Q1#2_4";"Q1#2_5";"Q2";"Q3";"Q4";"Q5";"Q5_1_TEXT";"Q5_2_TEXT";"Q5_3_TEXT";"Q6";"Q7";"Q8";"Q8_2_TEXT";"Q9#1_1_1";"Q9#1_2_1";"Q9#1_3_1";"Q9#2_1";"Q9#2_2";"Q9#2_3";"Q10";"Q10_2_TEXT";"Q11";"Q12";"Q13";"Q13_6_TEXT";"Q14";"Q15";"Q15_2_TEXT";"Q16";"Q16_2_TEXT";"Q17";"Q17_3_TEXT";"Q18";"Q19";"Q20"
72;"Stages online";"Andere toetsvormen en de eindtermen";"buluitreikingen";NA;NA;"1";"1";"1";NA;NA;"fraude-gevoeligheid: er zijn een aantal ingrepen (korte duur; andere typen vragen) die goed lijken te werken, maar dat vergt wel voortdurende monitoring en zorg.";"Er is in eerste instantie in de vergadering van de examencommissie-voorzitters over gesproken, daarna ging het om incidentele gevallen en kon veel worden gedelegeerd.";"Alle toetsen en antwoorden worden in principe ge-archiveerd; er wordt nu ook veel meer via de digitale leeromgevingen getoetst en daar blijven de zaken ook goed bewaard.";"Deze kwaliteitsaspecten wegen even zwaar, omdat...";NA;"even zwaar, alleen in alternatieve, maar gelijkwaardige vorm";NA;"We zijn gevraagd naar de wenselijkheid van proctoring, maar in de praktijk is dat helemaal niet voorgekomen (privacy-gevoelig; duur en lastig).";"Bredere inzetbaarheid, privacy van de kandidaat en huisgenoten moet niet in gevaar komen.";"Nee";NA;NA;NA;NA;NA;NA;NA;"Nee";NA;NA;NA;"Gesloten vragen (o.a. multiple-choice, ja/nee, invulvragen),Take-home tentamen";NA;"Goede en makkelijk toepasbare plagiaatcontrole binnen de digitale leeromgeving";"Nee";NA;"Nee";NA;"wo";NA;"Groot (meer dan 25.000 studenten)";"Ja, mijn antwoorden mogen publiek gedeeld worden";NA
74;"tentamens";NA;NA;NA;NA;"1";NA;NA;NA;NA;"Geen";"Wijzigingen in toetsvorm";"Wij houden bij hoe alle tentamens worden afgenomen.";"Deze kwaliteitsaspecten wegen even zwaar, omdat...";NA;"deze aspecten belangrijk waren en blijven.";NA;"Onze faculteit doet niet aan surveilleren op afstand. Contrôle op integriteit gebeurt bij onze opleiding vooral door middel van mondelinge mini-tentamens.";"nvt";"Nee";NA;NA;NA;NA;NA;NA;NA;"Nee";NA;NA;NA;"Gesloten vragen (o.a. multiple-choice, ja/nee, invulvragen),Take-home tentamen";NA;"nvt";"Nee";NA;"Nee";NA;"wo";NA;"Groot (meer dan 25.000 studenten)";"Ja, mijn antwoorden mogen publiek gedeeld worden";NA
78;"fraudegevoeligheid van online toetsen";"de buluitreiking online toch een feestelijk en plechtig karakter geven";NA;NA;NA;"1";"1";NA;NA;NA;"Online toetsing zal denk ik ook post pandemie een veelgebruikt middel blijven voor grote cursussen.";"Aanvankelijk werd de EC door de Onderwijsdirecteur  (OWD) betrokken bij elke aanpassing in toetsing. Gedurende het huidige academisch jaar, nu er meer gestandariseerd is, alleen in uitzonderlijke gevallen en als de leerdoelen veranderen.";"De EC informeert bij de OWD of direct bij de docenten.";"Deze kwaliteitsaspecten wegen even zwaar, omdat...";NA;"Ze wegen *even* zwaar in de zin dat de EC wil waarborgen waar een diploma van de opleiding voor staat. 

Maar ze wegen *minder* zwaar in de zin dat het een gegeven is dat online toetsing zonder online proctoring (het beleid bij mijn faculteit) gevoeliger is voor fraude. 

Op grond van onderzoek heeft de EC wel vastgesteld dat de docenten er zeer veel aan doen om die fraude te beperken en daar ook succesvol in lijken zijn.";NA;"De EC heeft zicht op nieuwe vormen van surveillance via de OWD en eigen steekproefsgewijs onderzoek. 

Online proctoring wordt bij GW zeer zelden ingezet. De EC is van mening dat dit soort surveillance niet wenselijk is door de vergaande inbreuk op privacy.";"De EC is van mening dat dit soort surveillance niet wenselijk is door de vergaande inbreuk op privacy.";"Ja, namelijk...";"Onze reguliere kwaliteitsborging van het examen volstaat aangezien bij geen van de cursussen de leerdoelen veranderd zijn, hoogstens de toetsvorm.";"statistische gegevens over fraude bij online tentamens";NA;NA;"Ja";NA;NA;"Nee";NA;NA;NA;"Gesloten vragen (o.a. multiple-choice, ja/nee, invulvragen),Open vragen (o.a. korte of lange essayvragen)";NA;"Methodes om een toets zo in te richten dat de mogelijkheid tot fraude afneemt maar de privacy van de student gewaarborgd is. Bijvoorbeeld door de vragen slim te stellen.";"Nee";NA;"Ja, dit heeft de volgende gevolgen:";"Dit is nog niet aan de orde geweest.";"wo";NA;"Groot (meer dan 25.000 studenten)";"Ja, mijn antwoorden mogen publiek gedeeld worden";NA
79;"Voorkomen dat het groot tentamens vervallen of uitgesteld en de studenten daaddoor in probleme raken (bvb met de studievertraging)";"Tentamenformen aanpassen tot het online onderwijs";"Fraude detecteren, in de eerste instantie bij tentamens / toetsen";"Tentamen gerelateerde overlasting van studenten, docenten, en administratie te verminderen";NA;"0";"0";"1";"1";NA;"Het grootste probleem is nog steeds grote groepen te tentamineren (dus wat ipv van open boek tentamens voor 100+ studenten komt). We moeten toch realiseren dat is onmogelijk fraude te voorkomen, als we online proctoring noet gebruiken, en dat de studenten grote last hebben als we dat gebruiken.";"We hebben in het begin alle voorstellen verzameld, en de subexamencommissies (ook aangevuld met de voorzitter en de secretaries) van de excie zijn alle vakken doorheen gegaan.";"We zijn in continu contact met onderwijsadministratoe en ook met betreffende docenten, dat geeft voldoende informatie.";"Deze kwaliteitsaspecten wegen even zwaar, omdat...";NA;"onze kerntak is die te guaranteren.";NA;"We zijn echt terughoudend geweest wegens sterke negatieve reactie van de studenten.";"Ik zie dat niet grootschalig komen. De studenten moeten doorgeven dat ze evengoed bij een onlijn proctoring tentamen kunnen presteren als bij het gewoone tentamen (bvb een mondeling tentamen).";"Ja, namelijk...";"We hebben alle docenten gevraagd tentameforman in een wijze aantepassen zodat de einddoelen van het vak zijn bereikt. We komen vanauit dat als die vor alle vakken zijn bereikt dan zijn ze ook van de opleiding bereikt.";"We moesten met het aantal vragen naar de legal, maar die waren wen redelijk snel beantwoord.";NA;NA;"Nee";NA;NA;"Ja, namelijk ...";"- Studenten tijdens het tentamen samenwerken
- Studenten niet zijn bereikbaar na het schriftelijke open boek tentamen voor een korte check; due het niet kan worden vastgesteld dat ze zelf een tentameb hebben gemaakt.";"De ezamencommissie stelt of niet fraude fast na het horen van de docenten en studenten.";"Ja, wij zien een toename van 50% of meer";"Gesloten vragen (o.a. multiple-choice, ja/nee, invulvragen),Open vragen (o.a. korte of lange essayvragen),Take-home tentamen";NA;"Minst fraudegevoelige formen kiezen als mogelijk; een korte random check na het tentamen maken voor 20% van de studenten (max 30 studenten) na het schriftelijke tentamen voor grote groepen studenten.";"Nee";NA;"Ja, dit heeft de volgende gevolgen:";"Alles moet worden gerapporteren aan de examencommisie; voor verstoring van de orde wordt het tentamen ongeldig verklaard voor de student (net als noet verschenen); voor fraude heeft de student wel gevolgen.";"wo";NA;"Groot (meer dan 25.000 studenten)";"Ja, mijn antwoorden mogen publiek gedeeld worden";NA
80;"Alternatieven voor toetsen";"Proctorio en hoe dat wel/niet werkt";"toezicht bij tentamens, met name KOE";"afhandelen PVs van Proctorio";"Onrust studenten en docenten bij tentamens in tijden Corona";"1";"1";"1";"1";"1";"Gebruik van Proctorio of andere manieren van toezicht bij toetsen van afstand, en regelgeving daaromtrent";"Wij waren betrokken in het besluitvormingsproces en bij opstellen regels voor alternatieve toetsen.";"Dmv excelfiles met daarin op cursusniveau informatie over het tentamen en hoe het wordt afgenomen, opgesteld in overleg met ODs en soms ook de docenten.";"Deze kwaliteitsaspecten wegen even zwaar, omdat...";NA;"De peilers zijn van toetsing en die altijd blijven gelden";NA;"Opstellen van regelgeving tentamens met fraudebeperkende maatregelen. Met docenten en ODs wordt afgestemd hoe dit toe te passen op hun tentamens. Of ze dit dan daadwerkelijk doen wordt niet meer gecontroleerd.

Toezicht en identiteitscontrole zijn ten alle tijden gewenst, toezicht bij KOE noodzakelijk als er geen andere fraudebeperkende maatregelen zijn genomen, en identiteitscontrole is ook noodzakelijk. Proctorio stelt in principe in staat beide uit te voeren.";"Baten groter zijn dan de kosten (niet alleen geld, maar ook hoeveelheid werk betrokkenen en onrust bij studenten en docenten en frequentie false positives).";"Nee";NA;NA;NA;NA;"Nee";NA;NA;"Ja, namelijk ...";"-tentamen maken in groepen
-communicatie tijdens tentamen via whatsappgroepen
-ontoelaatbare papieren op tafel
-communicatie tijdens tentamen
-koptelefoon op
- applicaties open op pc
-weglopen tijdens tentamen
-voortijdig het tentamen verlaten
- te laat beginnen
-te laat inleveren";"Voor elke onregelmatigheid is in samenspraak met betrokkenen sanctiebeleid opgesteld.";"Ja, wij zien een toename van 50% of meer";"Gesloten vragen (o.a. multiple-choice, ja/nee, invulvragen)";NA;"toezicht en identiteitscontrole";"Ja, namelijk..";"verduidelijken en toepassing van sanctie 'waarschuwing'";"Ja, dit heeft de volgende gevolgen:";"onregelmatigheid hoeft geen sanctie tot gevolg te hebben";"wo";NA;"Middel (5.000 tot 25.000 studenten)";"Ja, mijn antwoorden mogen publiek gedeeld worden";NA
85;"Fraude bij online tentamens";"Kwaliteit van online tentamens";"Technische problemen bij online tentamens";NA;NA;"1";"1";"1";NA;NA;"Toetsing op afstand na de Corona-periode is niet gewenst.";"Extra werk voor het bepalen (en goedkeuren) van alternatieve toetsvormen. Spanningsveld tussen controle (dmv proctoring) en privacy.";"Alternatieve toetsvormen genoemd op studiegids; gedetailleerde beschreven gecheckt door toets-deskundige.";"Deze kwaliteitsaspecten wegen zwaarder, omdat...";NA;NA;"docenten minder ervaring hebben met de nieuwe toetsvormen. Pok de varianten van fraudegevallen zijn anders.";"Wij proctoren zo min mogelijk.";"Er bestaat geen systeem dat fraude-proof is.";"Nee";NA;"Technische ondersteuning";NA;NA;"Nee";NA;NA;"Ja, namelijk ...";"Identieke verkeerde antwoorden bij open-boek tentamen vanwege (kennelijk) samen leren vooraf. 
Kopiëren van antwoorden uit boeken/internet wanneer dit mogelijk is (=plagiaat?)";"Geen aanpassingen; ongeldigverklaring en evt. sanctie";"Ja, wij zien een toename met ca. 10 tot 25%";"Gesloten vragen (o.a. multiple-choice, ja/nee, invulvragen),Open vragen (o.a. korte of lange essayvragen)";NA;NA;"Nee";NA;"Ja, dit heeft de volgende gevolgen:";"Bv: onvoldoende roomscan is een onregelmatigheid.";"wo";NA;"Groot (meer dan 25.000 studenten)";"Ja, mijn antwoorden mogen publiek gedeeld worden";NA
90;"we hebben veel deeltijd studenten die ook in de corona zorg werken (verpleegkundigen). hierdoor minder tijd voor studie";"Digitaal toetsen";NA;NA;NA;"1";"1";NA;NA;NA;"Fraude voorkomen bij online toetsen (indien we dit continueren)";"alternatieve toetsvormen voor studenten goedkeuren";"terugkoppeling door examinatoren. Goed punt om in de gaten te houden.";"Deze kwaliteitsaspecten wegen even zwaar, omdat...";NA;"eindtermen en kwaliteit van de opleiding is niet aangepast.";NA;"we gebruiken proctorexam. Stabiliteit van de verbinding is niet altijd perfect.";"Goede performance van digitale toetsomgeving.";"Nee";NA;"Kwaliteitstoets op performance van online toetssystemen";NA;NA;"Ja";NA;NA;"Nee";NA;NA;NA;"Gesloten vragen (o.a. multiple-choice, ja/nee, invulvragen)";NA;"expert opinie overonlien toetsing";"Nee";NA;"Nee";NA;"wo";NA;"Groot (meer dan 25.000 studenten)";"Ja, mijn antwoorden mogen publiek gedeeld worden";NA
91;"Geen gebruik mogen maken van proctoring in verband met AVG";"Stijging werklast docenten bij het maken van alternatieve/online toetsen";"Stijging werklast examencommissie door alle aanvragen voor alternatieve toetsing";"Stijging werklast examencommissie door meer vermoedens van plagiaat bij docenten doordat opdrachten nu online ingeleverd worden (die normaliter schriftelijk gemaakt)";NA;"1";"1";"1";"1";NA;"Voorkomen van vermoeden van plagiaat en verlichten werkdruk bij docenten in verband met uniekheid van toetsen.";"Aanvragen ontvangen en deze beoordeeld";"Via protocollen";"Deze kwaliteitsaspecten wegen even zwaar, omdat...";NA;"het om de borging van de propedeuse en/of diploma gaat. Je kan en mag geen afbreuk doen aan deze kwaliteitseisen";NA;"nvt, online proctoring is in verband met AVG niet toegestaan op onze hogeschool";"Een sluitend protocol.
Beelden worden echt alleen gebruikt voor surveilleren.
Duidelijkheid omtrent studenten die niet de beschikking hebben over de juiste ICT(-middelen).
Vertrouwen omtrent de waterdichtheid van het systeem: zijn er geen ICT-vaardige studenten die één en ander kunnen omzeilen (tijdsklok op PC aanpassen, opname 'freezen' etc etc)?";"Ja, namelijk...";"niets over gehoord, dus ik weet het niet (lid toetscommissie) (een 'ik weet het niet' antwoord was prettig geweest";NA;NA;NA;NA;NA;NA;"Ja, namelijk ...";"Zie eerdere opmerking over plagiaat bij schriftelijke opdracht";"Sanctie";"Ja, wij zien een toename met ca. 1 tot 10%";"Open vragen (o.a. korte of lange essayvragen),Anders, namelijk ...";"Opdrachten";"Best practices";"Ja, namelijk..";"Ook hier, lid toetscommissie, dus ik heb hier niets over gehoord";"Ja, dit heeft de volgende gevolgen:";"volgens mij wel, maar wat de gevolgen zijn (lid toetscommissie)";"hbo";NA;"Groot (meer dan 25.000 studenten)";"Ja, mijn antwoorden mogen publiek gedeeld worden";"Sommige vragen zijn misschien nog niet aan de orde geweest in een examencommissie, dus 'ik weet niet' als antwoordoptie zou de vragenlijst verbeteren"
94;"Ensuring that instructors communicate clearly changes to course components (assessments and their distribution, especially, but also learning objectives) relative to what is published in e-gid";"Ensuring that students submit work that is there own";NA;NA;NA;"1";"1";NA;NA;NA;"The challenges of remote examinations have meant that in most courses, instructors have avoided traditional exams in favor of individual written assignments (sometimes) and group written assignments and presentations (usually). Quizzes and short answer questions appear in courses mainly as formative feedback through ungraded activities. We have recommended that instructors use a declaration of originality for written papers, but that is the extent of the Board's involvement in remote testing (since it's so rarely used now).";"We request that instructors inform us of any adjustments to assessments and offer recommendations to the instructors on how to more clearly communicate these adjustments. Very rarely have we given recommendations on the nature of the adjustments themselves, trusting that instructors know what is most appropriate for their classes.";"We recommend that all instructors archive (if not necessarily communicate to students) a 'toetsmatrijs' with the learning goals and the assessments that correspond to each. The Board oversees a single two-year Masters program with a limited number of instructors. All instructors and the Board have access to every course Brightspace page, and these are archived, ensuring continuing access. The Board reviews 2-3 courses each year for quality assessment purposes.";"Deze kwaliteitsaspecten wegen even zwaar, omdat...";NA;"The Board and the program are new. We have very little experience (one semester) before Corona - most of our quality assessments have been develoeped with Corona in mind.";NA;"We do not recommend the use of surveillance during remote testing. The privacy concerns are too great, from the point of view of the parent Facuilties of the program. Instructors have thus adapted and don't give assessments that would require surveillance.";"Protecting students' privacy while ensuring that students taking exams are who they claim to be. These are difficult conditions to meet at the same time.";"Ja, namelijk...";"I'm not sure I understand what is implied by this question.";NA;NA;NA;"Nee";NA;NA;"Nee";NA;NA;NA;"Gesloten vragen (o.a. multiple-choice, ja/nee, invulvragen)";NA;"See earlier questions - very little use of remote testing in which fraud prevention is a major concern. Most assignments are designed so that the material produced by each student or group of students is unique. This is of course labor intensive for instructors to grade, particularly as the number of students grows, so hopefully non-remote examinations will again be possible soon.";"Nee";NA;"Nee";NA;"wo";NA;"Groot (meer dan 25.000 studenten)";"Ja, mijn antwoorden mogen publiek gedeeld worden";NA
97;"Borging kwaliteit van zowel de tentamens als het proces van tentaminering is zonder meer problematisch.";"Proctoring blijkt een uiterst kwetsbaar systeem";"Examinatoren, ongetwijfeld met de beste bedoelingen, handelen op eigen houtje en nemen onvoldoende kennis van de genomen maatregelen.";"Ook studenten nemen onvoldoende kennis van de getroffen maatregelen en hun lerend vermogen blijkt op dit punt opmerkelijk beperkt te zijn.";NA;"1";"1";"1";"1";NA;"Het ligt voor de hand dat veel instellingen zullen opteren voor proctoring, ook wanneer COVID-19 dit niet langer noodzakelijk maakt. En daar zijn in principe ook goede redenen voor. Dit alles neemt niet weg dat Proctoring nog in de kinderschoenen staat en dat systematische (en grootschalige) toepassing op dit moment nog nauwelijks verantwoord is.";"In algemene zin heb ik niet te klagen over de manier waarop de Commissie voor de examens bij de besluitvorming betrokken is geweest. Dit wil natuurlijk niet zeggen dat wij ook altijd verheugd waren over het uiteindelijk resultaat. Voor sommige zaken geldt dat wij daar pal voor hebben gestaan (géén wijzigingen in de eindtermen, leerdoelen, etc.) en dat is ook geaccepteerd.";"Alle aanpassingen en beslissingen zijn naar behoren geboekstaafd.";"Deze kwaliteitsaspecten wegen zwaarder, omdat...";NA;NA;"wij grote zorgen hadden over de vormgeving van het proces van tentaminering. Wij werden gedwongen over te gaan tot aanscherping van de richtlijnen, juist vanwege de soms zeer gebrekkige controle op een en ander.";"Wij werden weliswaar naar behoren 'meegenomen' in de besluitvorming, maar uiteindelijk was het toch een besluit van het CvB om over te gaan op proctoring. Wij staat hier zeer sceptisch tegenover, het staat allemaal nog in de kinderschoenen.";"Het hele systeem van proctoring is nog altijd heel kwetsbaar. Bovendien moeten alle partijen nog aan het systeem wennen en de opgeleverde beelden zijn niet zelden uiterst moeilijk te interpreteren. Bovendien is het bij grootschalige toepassing zeer tijdrovend en het blijkt dat de instructie van de 'surveillanten' een moeizaam traject is. Ook blijkt dat de surveillanten veel over het hoofd zien. Veel door proctoring aangedragen zaken zijn in de praktijk dermate vaag, dat een examencommissie hier in feite niets mee kan.";"Ja, namelijk...";"Hierover zijn wij nog in gesprek.";"Wij waren zo druk met alle proctoring-kwesties dat we aan andere zaken niet of nauwelijks toekwamen";NA;NA;"Ja";NA;NA;"Ja, namelijk ...";"Wij werden geïnformeerd dat studenten plannen hadden om via What's app-groepen informatie uit te wisselen. Die tentamens zijn afgelast en de vorm van tentaminering is aangepast.";"Veelal met begrip";"Nee";"Anders, namelijk ...";"de meest fraudegevoelige tentamenvormen zijn al heel vroeg afgeschaft, Zie hierboven.";"Eigenlijk willen wij naar een systeem van life-proctoring of naar proctoring met gebruik van meer dan een camera.";"Nee";NA;"Ja, dit heeft de volgende gevolgen:";"dat wij in sommige gevallen tentamens ongeldig verklaren zonder dat er sprake is van fraude.";"wo";NA;"Middel (5.000 tot 25.000 studenten)";"Ja, mijn antwoorden mogen publiek gedeeld worden";NA
107;"toename van fraude";"Ad Hoc aanpassingen van toetsing";NA;NA;NA;"1";"0";NA;NA;NA;"Op de kaart staan bij examinatoren.
 
We hebben het vermoeden dat niet alle toets-aanpassingen gemeld zijn. De examinatoren moeten de excie beter kunnen vinden.";"Ons is om advies gevraagd door het bestuur en door enkele examinatoren over uitstel (liever niet), aanpassing (ja, voorwaarden)
Aanwijzing examinatoren is niet door Corona anders gelopen.";"Docenten dienen desgevraagd relevante stukken te leveren. De faculteit biedt docenten de mogelijkheid dit in digitale toetsdossiers op te slaan.";"Deze kwaliteitsaspecten wegen even zwaar, omdat...";NA;"men moet roeien met de riemen die men heeft. Dus toetsing is wel aangepast in vorm, maar niet in inhoud.";NA;"Wij hebben ons uitgesproken tegen online proctoring. We vinden surveillance via Zoom in breakoutrooms wel geoorloofd. Voor gevorderden zetten we vooral in op toetsing via papers of opdrachten waarbij samenwerken geen kwaad kan.";NA;"Nee";NA;"vooral capaciteit";NA;NA;"Ja";NA;NA;"Ja, namelijk ...";"samenwerking via whatsapp groepen. Het is in twee gevallen bekend geworden, waarschijnlijk komt het veel meer voor.";"toetsen zijn ongeldig verklaard. De studenten die actief deelnamen aan de whatsappconversatie zijn uitgenodigd voor een gesprek en hebben een waarschuwing gehad. (We weten niet welke studenten de whatsappconversatie tijdens het tentamen gelezen hebben)";"Ja, wij zien een toename met ca. 25 tot 50%";"Gesloten vragen (o.a. multiple-choice, ja/nee, invulvragen),Open vragen (o.a. korte of lange essayvragen)";NA;NA;"Nee";NA;"Nee";NA;"wo";NA;"Middel (5.000 tot 25.000 studenten)";"Ja, mijn antwoorden mogen publiek gedeeld worden";NA
118;"Toetsen die geen doorgang konden vinden";"Verzoeken tot alternatieve toetsing";"Toetsen met digitale surveillance";"Studenten die vanwege corona geen toetsen kunnen maken";NA;"0";"0";"1";"1";NA;"Een waterdichte procedure beschrijving van de gehele toetsafname voor student en docent";"Alle wijzigingen in toetsvorm zijn ter goedkeuring bij de EC geweest. Wijzigingen zijn altijd getoetst op handhaving aftoetsen leerdoelen. EC checkt zogeheten rode vlaggen bij proctoring en kan zodoende input geven op verbeter maatregelen.";"Overleg op van voorzitters op Hogeschoolniveau. Ondersteuning van diensten bij de beschrijving van procedures waarbij de EC input kan leveren maar ook een controlerende rol heeft.";"Deze kwaliteitsaspecten wegen even zwaar, omdat...";NA;"Dezelfde kwaliteit moet geborgd worden";NA;"Betrokken bij ontwikkeling en bij evaluatie.";"Heldere procedure beschrijvingen voor studenten en docenten.
Indien studenten niet over gewenste apparatuur beschikken dan moeten er mogelijkheden op school geboden worden.";"Nee";NA;NA;NA;NA;NA;NA;NA;"Ja, namelijk ...";"Geen 'bewuste' fraude. Maar tijdens geproctorde toetsen zijn wel regels overschreden die hebben geleid tot ongeldige toetsen van studenten. 
Student verlaat kort de werkplek.
Grootste moeilijkheid is echter niet werkende webcam, screenshare en of mobile phone opname.";"Betere communicatie naar studenten.
Uitnodigen van studenten om zaken te onderzoeken maar die dienen ook als waarschuwing.";"Nee";"Take-home tentamen,Anders, namelijk ...";"Bij gebruik van proctoring wordt het gevaar voor een groot deel ondervangen.";"Uitwisselen van ervaringen.";"Nee";NA;"Ja, dit heeft de volgende gevolgen:";"Onregelmatigheid hoeft niet te leiden tot een sanctie, terwijl dat bij fraude wel het geval is.";"hbo";NA;"Middel (5.000 tot 25.000 studenten)";"Ja, mijn antwoorden mogen publiek gedeeld worden";NA
124;"aanpassing kennistoetsen";"voorkomen fraude";"behalen eindkwalificaties die praktijk vergen (onderzoek, stage)";"inzage";"spanningsveld kwaliteit en pragmatiek/werkdruk";"1";"1";"1";"1";"1";"fraude - proctoring is absoluut geen waterdicht systeem (naast probleem van privacy)
spanningsveld kwaliteit toetsing en werkdruk. Werkdruk was al hoog, maar in corona periode nam die alleen maar toe. Docenten vallen uit. Het ziet er niet naar uit dat die werkdruk weg zal vallen na de corona. 


";"examencommissie heeft beslisstructuur ontworpen die is opgevolgd. Alle aanpassingen in de toetsing werden aan de examencommissie voorgelegd en beoordeeld.";"elke opleiding maakt een toetsplan dat besproken wordt in een gesprek tussen examencommissie en onderwijsdirecteur. 
Steekproefsgewijs worden toetsmatrijzen opgevraagd en beoordeeld.";"Deze kwaliteitsaspecten wegen minder zwaar, omdat...";"soms moesten wijken omdat die eisen onmogelijk konden worden gehonoreerd vanwege werkdruk / pragmatiek";NA;NA;"surveillance via proctoring - zicht daarop omdat gevallen van ""onregelmatigheden"" of ""vermoedens van fraude"" met examencommissie werden besproken. Conclusie: zolang het systeem van proctoring niet waterdicht is moet geen proctoring worden ingezet. Ook wanneer proctoring technisch wel werkt, tast het bovendien de validiteit van de toetsing aan.
Suveillance via Teams wel beter, maar onmogelijk arbeidsintensief omdat er niet meer dan twee hooguit drie studenten te doen is. 
Zicht daarop vanwege gevallen die aan de examencommissie werden voorgelegd; uit overleg met de leden van de examencommissie die elk zicht hebben op een bepaalde opleiding; zicht daarop omdat leden examencommissie ook rol van docent/examinator hebben.";"een technisch goed werkend systeem
een tweede camera die zicht biedt op omgeving pc
controleurs die verstand hebben

maar altijd blijft het punt van privacy bestaan én van de validiteit van de toets. Studenten ervaren het als zeer stressvol. Dus wat meet de toets dan? Hun stressbestendigheid?";"Ja, namelijk...";"We zullen extra aandacht besteden aan die eindkwalificaties die onder druk stonden tijdens corona. In onze gesprekken met het onderwijsmanagement zullen wij nagaan of en hoe deze eindkwalificaties zijn behaald. Bovendien zullen we steekproefsgewijs eindwerkstukken beoordelen.";"in beginfase: modus operandi proctoring";"ICT / technische mogelijkheden invoering toetsen";NA;"Nee";"Ja";NA;"Ja, namelijk ...";"Ondanks variatie in mc toetsen brachten fraude aan het licht (studenten hadden antwoorden via whats app doorgegeven)
Toetsing met proctoring: student die 32x naar rechts keek en daarbij haar rechterarm meebewoog, maakte waarschijnlijk dat er een tweede device aanwezig was, naast de pc waar de toets werd afgenomen
Meeste gevallen schaarden we onder de noemer ""onregelmatigheden"" - niet te bewijzen. 
";"Niet een keer is de gehele toets ongeldig verklaard
Wel werd de toets voor een of meerdere studenten ongeldig verklaard. Zij kregen dan toch een extra kans
Fraudebeleid is aangevuld met een protocol online proctoring
Na negatieve ervaringen heeft de examencommissie erop aangedrongen geen proctoring toe te passen, dan alleen in uitzonderingsgevallen";"Ja, wij zien een toename met ca. 1 tot 10%";"Gesloten vragen (o.a. multiple-choice, ja/nee, invulvragen),Open vragen (o.a. korte of lange essayvragen),Take-home tentamen";NA;"manieren om dat zonder proctoring te detecteren.";"Ja, namelijk..";"we hebben nu naast fraude ook de melding van ""onregelmatigheden"" bij online toetsing die in sommige gevallen kunnen leiden tot ongeldig verklaren van de toets";"Ja, dit heeft de volgende gevolgen:";"procedure en sanctie bij fraude is niet gewijzigd. Maar onregelmatigheden is een difuus begrip. Hoewel het protocol voorbeelden van onregelmatigheden beschrijft, is de praktijk vaak weerbarstiger,. 
De invoering heeft geleid tot verhoging van aantal meldingen van ""vermoedens van fraude"", die feitelijk eerder onder ""onregelmatigheden"" vielen. 
Onregelmatigheden heb ik nu in veel vormen gezien. Maar bewijzen kun je je zelden. Soms geeft de student het zelf toe en blijkt het zelfs om fraude te gaan (dat niet aan het licht zou zijn gekomen wanneer de student het niet had verteld). Soms is er iets aan de hand wat buiten de schuld van een student ligt. Daar mag de student niet de dupe van worden.";"wo";NA;"Groot (meer dan 25.000 studenten)";"Ja, mijn antwoorden mogen publiek gedeeld worden";NA
134;"Toetsen op afstand en fraudebeperking";"Technische problemen bij toetsen op afstand";NA;NA;NA;"1";"1";NA;NA;NA;"Technische issues. Het komt helaas maar al te vaak voor dat zich storingen voordoen bij de programma's waarmee toetsen op afstand wordt aangeboden.";"De examencommissie heeft daarvoor de kaders opgesteld en richtlijnen gegeven waarbinnen vakcoordinatoren kunnen acteren op het voorgaande.";"Er wordt aan verslaglegging gedaan door de vakcoordinatoren.";"Deze kwaliteitsaspecten wegen even zwaar, omdat...";NA;"Corona geen reden kan zijn om hieraan minder waarde te hechten.";NA;"De examencommissie heeft daarop niet heel goed zicht kunnen houden, behalve dan na klachten achteraf. De examencommissie vind online surveillance in beginsel een goed initiatief, alleen de uitwerking daarvan is nog vaak onder de maat vanwege allerlei technische problemen die studenten ondervinden.";"Dat het niet mogelijk is om het frauderisico op andere wijzen af te wenden. Bijv. door essay-achtig tentamen, variant-casus e.d.";"Nee";NA;"Informatie over de werkwijze bij online proctoring, de mogelijkheden, beperkingen e.d.";NA;NA;"Nee";NA;NA;"Ja, namelijk ...";"- met name het onderling samenwerken tussen studenten bij tentamens (uitwisselen van antwoorden e.d.)";"- sanctie, aanpassing fraudebeleid en informatie richting studenten ter preventie.";"Ja, wij zien een toename met ca. 10 tot 25%";"Gesloten vragen (o.a. multiple-choice, ja/nee, invulvragen),Open vragen (o.a. korte of lange essayvragen)";NA;"meer capaciteit voor online proctoring en techniek beter op orde.";"Ja, namelijk..";"verscherpt.";"Ja, dit heeft de volgende gevolgen:";"Schending tentamenregels leidt ofwel tot een waarschuwing dan wel tot ongeldig verklaring van tentamen.
Fraude leidt altijd tot een sanctie met minimaal een 0 voor tentamen.";"wo";NA;"Middel (5.000 tot 25.000 studenten)";"Ja, mijn antwoorden mogen publiek gedeeld worden";NA
